Node ID,stance,stance-confidence
100066898146301,-1,1
100095218417454,0,0
100063755780230,0,0
213718948647365,0,0
100064876264548,1,1
100063896473720,0,0
342121432851843,0,0
913040082455048,1,1
100063744354565,0,0
1977587275620062,0,0
1274576499308703,0,0
488913398564237,0,0
100064359984751,1,0.9692308
100067163014935,0,0
228648268547877,0,0
100095218417392,0,0
100068804544656,0,0
100079727742673,0,0
100063572867913,1,0.9692308
100072348732081,1,0.99788135
100062984932719,0,0
100080071704875,0,0
100063979755394,-1,1
100064919850353,0,0
100064540550523,0,0
100063482979991,0,0
100064110492113,0,0
100063898061879,0,0
100079544336052,1,1
100064497078128,1,1
405484433232038,0,0
100066683555822,0,0
100068177977453,0,0
100064644223057,1,1
100063716403111,1,1
100035499175141,0,0
100059711941172,0,0
100069271477230,0,0
100064821065030,0,0
100064841408805,0,0
100064263146325,0,0
100064389533822,0,0
100059422245844,0,0
1181648418933622,0,0
100054982734469,0,0
100063598812399,0,0
100064843084237,0,0
100064440049369,0,0
100064084057409,0,0
100064652801348,0,0
100058813485555,0,0
100064626014218,0,0
100037289425458,-1,1
100063974229938,0,0
100066391464791,0,0
100063560673044,1,1
100036158841687,0,0
100063802104757,0,0
100063674614755,0,0
100064667832647,-1,1
2944726572471719,1,0.8888889
100044612101385,0,0
100064945951418,0,0
100064107820124,0,0
2227645397499482,0,0
100031968477183,0,0
100064376721819,0,0
100066774192331,0,0
100063696695347,0,0
100029157323346,0,0
511361875628578,0,0
921612611195204,0,0
100050609553896,0,0
100064377233758,0,0
100063544182069,0,0
100044474407892,0,0
100067406777098,0,0
100064243136974,0,0
100076270521687,0,0
223572515978909,0,0
100069417030476,0,0
100064478511516,0,0
100079339249837,0,0
100067861909569,0,0
100063577434193,0,0
100064582366061,1,1
100070129524984,0,0
100041345361554,0,0
100089922709277,0,0
100044414976671,0,0
100069238926608,0,0
100064556625599,0,0
100064013470559,0,0
100031152265052,0,0
100044662966668,0,0
100063756032193,0,0
100064001472343,0,0
100064617582655,0,0
100064741204476,0,0
100064834506963,1,1
100063748702651,1,1
100064418963281,0,0
540060237257639,0,0
100069099706426,0,0
100077009754672,0,0
100048681925550,0,0
100057114026517,0,0
291318222128579,0,0
100069489261937,0,0
100063801111926,1,1
275516316975638,0,0
100082843857196,0,0
389255087909318,0,0
223037034551648,0,0
203672220329607,0,0
324826838503058,0,0
303221590817771,0,0
403086189841873,0,0
261159735224928,0,0
100064600752992,0,0
100064660753346,0,0
577100968982045,0,0
263888417486977,0,0
100075925720093,0,0
100044482747536,0,0
100064254626718,1,0.99737877
100064872540086,1,1
100063898412397,0,0
100057278446487,0,0
100063593813501,0,0
100064435462434,-1,1
100086578099192,0,0
100064369135353,-1,1
100064595297677,1,1
100064363525645,1,1
100063915163348,1,1
100064507191979,1,1
100063871001362,1,1
100064941270025,-1,1
100063904356495,1,1
100064879116535,-1,1
100057521798026,0,0
100063876557174,0,0
100068958830250,1,1
100064487330410,1,0.98288506
100064836696694,1,1
100068927540337,1,0.9968896
100075699597860,1,1
100064705920733,1,1
100064565147634,1,1
100064406866541,1,1
100064681657178,1,1
100057580534288,0,0
100064811682602,1,1
100063664842670,1,0.99843013
100069092864497,1,1
100064801263664,1,0.9980392
100069295380677,1,1
100080083066337,1,0.99257886
100064101941688,1,1
100069125953564,1,1
100064572589016,1,0.99274313
100069024675883,1,1
100069361233024,1,1
100064538299568,1,1
100064677702807,1,1
100071865017443,1,0.9974326
100067103080770,1,0.9980695
100076283256376,1,0.9980198
100064312944671,1,1
100077465821158,1,1
100068391393269,1,0.9979466
100064683187744,1,0.99868596
100064823345970,1,0.9968454
100066517722174,1,1
100088315414420,1,0.99825174
100069174850751,1,0.9966159
100064553779418,1,1
100069071294923,1,1
100068476496971,1,0.9983051
100044506896587,1,1
100064379333302,1,1
2198175906995688,1,0.99872774
100076363749216,1,1
100066827415432,1,0.99821746
100082406139579,1,1
100064764097213,1,1
100064758784105,1,1
100064659851074,1,0.9986226
100064076051364,1,0.99789476
100044224550260,1,1
100080231851991,1,1
100069235688711,1,0.9983471
100064421420967,1,0.9868421
100065071861398,1,1
100069025795789,1,1
100067136622161,1,1
100064546218581,1,0.9973822
100067926407780,1,1
100091148359065,1,1
100079444835592,1,0.99831367
100069347913713,1,0.9882353
100064692969507,1,0.9961832
100059754781800,1,0.9983845
100069463414602,1,0.9968896
100068675073549,1,1
100068928020644,1,0.9958506
100068952798154,1,1
100066536355986,1,0.9985735
100064377684520,1,1
100064759358645,1,1
100064812423615,1,1
100068887397268,1,1
100068884403276,1,1
100064185925082,1,1
100068902672554,1,0.9969466
100081317154704,1,0.99731904
100066681789365,1,0.9984985
2852427181715879,1,1
100069836442950,1,1
100063999761795,1,1
100069672228963,1,1
100064770040711,1,1
100064545468501,1,1
100069097664432,1,1
100064707664519,1,1
100064488322474,1,1
100068004951060,1,1
100075561351681,1,1
100050232710578,1,1
100068836465772,1,1
100067756838573,1,1
100063699859951,1,0.9965096
100069273787049,1,1
208368821286262,1,1
100083319013476,1,1
457747791084806,1,0.99835527
100068980817072,1,1
100068438101117,1,1
100080834577738,1,1
100069035864199,1,1
100051918171873,1,1
100064569107163,1,0.9964602
100064311417236,1,1
100064678390672,1,0.99824256
100064320684560,1,1
877668720045203,1,0.99636364
100064324556140,1,1
100069355833002,1,1
100064800576284,1,1
100064518349879,1,1
100063670076287,1,1
100064697825961,1,1
100064428862929,1,1
100092477784869,1,0.99610895
100064673892951,1,1
100069088364893,1,0.9983416
100069229057420,1,1
100069100664499,1,1
100068904412185,1,1
100077174582175,1,0.99729365
100075856540164,1,1
100068857764368,1,1
100064467439025,1,1
100064560137372,1,1
100064470198843,1,1
790916869434638,1,0.99647474
100066663642420,1,1
896425058347530,1,1
100068399259418,1,1
100068080464189,1,1
100063909851049,1,1
100064623255999,1,0.99852073
100067769456991,1,1
100064682287521,1,1
100063636194121,1,1
100068032482125,1,1
100068971487454,1,1
100069334324411,1,1
100064469840972,1,1
100064731786691,1,1
100064975202995,1,1
100057276557428,1,0.9968896
100069813836128,0,0
100068990176982,1,0.99826086
100064318077078,1,1
100068977457329,1,1
100064544208603,1,0.9962825
100064377564463,1,1
100069281376588,1,1
100064941150616,1,1
100064823045741,1,0.99658704
100064378221839,1,1
100064711959324,1,1
100064696750892,0,0
100066324204642,1,0.9986072
100064536229034,1,0.9983525
100066553630155,1,1
100068948208538,1,1
100064243737177,1,0.99776787
100064565746703,1,1
100071513049296,1,1
100069192490120,1,1
100064343006285,1,0.9983687
100067335713638,1,1
100064719844934,1,1
100082275034607,1,1
100064840984862,1,0.99813783
100066493942212,1,1
100064492098034,1,0.9969183
100071566733359,1,1
100068470142859,1,0.9981851
1588267131205879,1,1
100068997016519,1,1
100069037305794,1,0.99520385
230340350884266,1,1
100064210563993,1,1
100064533263368,1,1
100068906662464,1,0.99715906
100064749156015,1,1
100064413713781,1,1
100064876890569,1,1
100037538786082,1,1
100066611406665,1,1
100064644611754,1,1
664332464509600,1,1
100064486818352,1,1
100066811444387,1,0.9972826
100064522250074,1,1
100064848936289,-1,0.36206895
100044266037700,1,1
100064447341624,1,0.9966997
100075834533274,1,1
100064569284468,1,1
100064495608125,1,1
100076286527772,1,1
100064616295150,1,1
100064391961481,1,1
100072443890380,1,0.9975309
100075789296856,1,1
2147482792191171,1,0.9916667
100070406115119,1,0.99698794
1681512778785003,1,1
100064564694362,1,1
100069197290018,1,1
100064817857613,1,1
100063839044978,1,1
100057588693217,1,1
204446149899894,1,1
100072382320466,1,1
100068850685015,1,1
100064659805535,1,1
100068897032673,1,1
100063701121356,0,0
2526024247716069,0,0
100064619022490,1,1
100064728934612,1,1
100084508327363,1,1
100064327345458,1,1
100064599887008,1,1
100064437862179,1,1
100064644614262,1,1
100064304784864,1,1
100064242987057,1,1
100064616415322,1,1
100064714987649,1,0.99498117
100064779848074,1,1
100063724856559,1,1
100064041523265,1,1
100068877383459,1,0.89602804
100064810683477,1,0.9971182
100066410303748,1,1
238121954422392,1,1
100067335932590,1,0.99872935
100068940648496,1,1
100068421308759,1,1
1291361544894953,1,1
100064501910776,1,1
100064429310202,1,1
100064366375028,1,1
1478412168845965,1,0.9984985
100080681497135,1,1
100083170240424,1,1
100064321977119,1,1
61550871050104,1,1
100063665321923,1,1
100064660090799,1,1
100064906173416,1,1
385167693055965,1,1
100064874733181,1,1
100083562123233,1,1
100069020085818,1,0.994709
100068529189150,1,1
100068620898528,1,1
163175752653779,1,0.875
100063868519929,1,0.99747795
100024207592487,1,0.99830794
100080449592342,1,1
100069234578880,1,1
100068917701759,1,1
100064284145396,1,1
3746617705365920,1,1
750222019315882,1,0.9421296
100070132087268,1,0.83970857
100051215421909,1,1
344053657360308,0,0
100064646591298,1,1
1512079502645366,1,0.99787235
100064866543892,1,0.99761623
100068824176554,1,1
100064842546607,1,1
100064671672228,1,1
343072135746967,1,0.99701494
100077334881053,1,0.9981884
100064550057423,1,1
100064448002076,1,1
100064875092486,1,1
100064770904067,1,1
100063620294188,0,0
100095773710762,1,1
2461560397334334,1,1
100064326926777,1,0.99136066
100064305776842,1,1
100050173043112,1,0.99523807
558565277944620,0,0
100063831042479,1,1
100066584427009,1,1
100022757707540,1,1
100090683783471,1,1
100068081029697,1,1
100064062004083,1,1
1203728010022034,0,0
100064614432600,1,1
100075990200223,1,1
100064311177045,1,1
100064668730569,0,0
100064305355047,1,0.9973822
100083512750432,1,1
100064513909589,1,1
100065469284954,1,1
119417595990,1,1
100067331861999,1,1
100064196882312,1,1
100092242308409,1,1
742581579183267,1,1
100068319387151,1,1
2096648837027858,0,0
100068787297362,1,1
1636214213404463,1,1
100067480209659,1,1
100064828535292,1,1
192802417432834,1,1
100063957708311,1,1
100064564037439,1,0.99841017
100075877780291,0,0
264407862041468,1,1
100039596636295,1,1
459804204197210,1,1
100064587946457,1,1
100069284226646,1,1
100052810478613,1,0.99553573
100064656762948,1,1
100068996176296,1,1
100063796370620,1,1
100064847132048,1,1
100068196045249,1,0.99488926
100064639123862,1,1
666727170620113,0,0
100066326630218,1,1
100064192021888,1,1
100064593973583,0,0
100063996002375,0,0
100068980637477,1,1
100066897917388,1,0.9935065
100072186169632,1,0.9964539
100069359763114,1,1
100066961119452,1,1
364502587226480,1,1
100064694766490,1,1
100072475055235,1,1
100069139482916,1,1
100064874940790,1,1
100063685114865,1,1
100064650131191,1,1
100063615199328,1,1
100075812088477,0,0
100064575557401,1,1
100069049905121,1,1
100064569826636,1,1
545596670704656,1,1
1062632191210127,0,0
100059966031275,1,1
100064428472747,1,1
100066647957106,0,0
1660679064279402,1,1
1294943434196073,1,1
389863085699799,1,1
100077202686989,1,1
439287974133047,0,0
1592751857649894,1,1
1403959909911409,1,1
100064821367601,1,1
100069048855386,1,1
719478918140116,0,0
100064667591022,1,1
319060787134387,1,1
2382601215214266,1,1
100081812193196,0,0
3770816372964181,1,0.875
100069334474463,1,1
100064942530240,1,1
100066731470590,1,1
100064784493876,1,1
100064711867027,1,1
190291070677055,0,0
470893526729480,1,1
982207159325815,0,0
100057648721709,1,1
100069313145400,1,1
1178597136216587,0,0
100064569406890,1,1
196724920353496,1,1
100068957924570,1,1
100063703217819,1,1
100064411612645,1,1
348721631052588,0,0
100067813077146,1,1
100067656153806,1,1
100063928470926,0,0
375557073582811,1,1
100063881389285,1,1
100064953455712,1,1
100068903062487,1,0.9969559
100068781915310,1,0.98913044
252852944880390,1,0.875
299574806890193,1,1
2306179422952465,0,0
100064535056517,0,0
100044168632396,1,0.9166667
276495203627553,1,1
596763787560495,1,1
100063982869368,1,0.9875
1307268336719917,1,1
853360745774949,0,0
806083453664804,1,1
100068864898741,1,1
215930026288006,1,0.9962547
100044514906382,1,1
100064667112857,1,0.99512196
100068971023113,1,0.9935065
100064945860010,1,0.9852941
100064842304804,1,1
1660646700920613,1,1
839116313127008,1,1
3213013935453657,1,1
100063884956702,1,1
100063984489398,1,1
100078127820789,1,1
100063815195801,1,1
100069423180322,1,0.997807
100067836031374,1,1
100067984548567,1,1
745601688901775,1,0.875
100064789803886,1,1
100066650978706,1,1
2121615891308569,1,0.9982456
359016986627605,1,1
561464131050827,0,0
100064813809521,1,1
100069145091921,1,0.99743587
100064910431981,1,1
386560065189401,1,0.875
100069096674421,1,1
100077002329792,1,1
100068607796824,1,1
100079523376156,1,1
2253617708283479,0,0
723776295808230,0,0
2673827199414364,1,1
1303065436981125,0,0
777848129704919,1,1
150138832486643,1,0.9925373
2207800002668983,1,1
100064707875365,1,1
100064204891699,1,0.81893003
100068834185858,0,0
100068815490593,1,1
100059499401225,0,0
100068920303898,1,1
2865671850361963,1,1
1178822049311790,1,1
100064335176462,1,1
560947944064807,1,1
100065212041754,0,0
100064543548579,1,1
401364193317813,1,1
1917663581877461,1,1
1590730444569267,1,1
100064803006515,1,1
100063575211535,0,0
626706691934338,1,1
100086889835693,0,0
865921530094024,1,1
100083576310181,1,1
1319776515080611,1,1
841130286281680,1,1
100063920298017,1,1
100064436006186,1,1
1426711544208683,1,1
100063797475856,1,1
100063934664657,0,0
100068535805417,1,1
100044344157898,1,1
100064588213854,1,1
891256124258990,1,1
45948926551,0,0
100370887024151,0,0
814286986805832,0,0
100084844300369,1,1
100063706967503,0,0
629493304963040,0,0
537313224672135,0,0
7710877935621210,1,1
100064638466371,-1,0.90625
768839457167643,1,0.98507464
2965765013704511,1,1
100068757383115,1,1
1690724897776746,1,0.99601597
100064793943891,0,0
100064706617458,1,0.9861111
100064160220393,1,1
100066669491696,1,1
144716426185881,1,1
159534744099466,1,1
1795976574018597,1,1
304551082919919,1,1
803488406391007,1,1
100064073320652,1,0.9968652
100064326626188,1,1
100069237278651,1,1
308912339123261,1,1
100064324646114,1,1
100064645211240,0,0
100064771566424,1,0.9934211
3452558721629992,1,1
100082765445613,1,1
100084192054455,1,1
233761655742005,0,0
111369306350899,0,0
5585884594857048,1,1
637959817077133,1,1
925429702009286,0,0
5938982386161327,1,1
4153401308020738,1,1
2704409613191203,1,1
2849849228461311,1,1
718116679709153,1,1
100064269994904,1,1
1219794788882998,1,1
738878954520473,0,0
100083009944170,1,1
100086356320821,1,1
820608048142115,0,0
430797312088969,0,0
4619052241540049,1,1
1425410584255241,1,1
100064820043347,1,1
1428240713865860,1,1
463606563989192,1,1
100064184404068,1,1
100064520873622,1,1
725123541981264,1,1
338947890058435,1,0.95
1222622951539258,1,1
1129431260774570,1,1
100058205853867,1,1
202980631917324,1,1
1762285890707062,1,1
100064695276480,1,1
2228656650711255,1,1
706724480108499,1,1
1730408500319522,1,1
1026038431127993,1,1
182049745730155,1,1
100077414385808,-1,1
100064013971237,1,1
100068909182181,1,1
100064279736021,1,1
551816038853096,0,0
677990598961600,1,0.6666667
202824933392131,1,0.95714283
299273596784748,1,1
2060814640605414,1,1
1720842118139125,1,1
231133847024321,1,1
393801550674277,0,0
243037442858813,1,1
933445283356075,1,1
233950574043332,0,0
204196189986035,1,1
100068670993913,1,1
100068806526296,1,1
513492102135018,0,0
100066728465568,1,1
100064906357772,0,0
100068896882571,1,1
694396217325495,1,1
2138840593028021,1,1
100044193231375,1,1
2396974030607006,1,1
1352042305727004,1,0.9977169
987789192416284,1,1
945622126535241,1,1
555439448961634,1,1
1388821251493890,1,1
1777903282247696,1,1
2852041598408065,1,1
390366465740267,1,1
259927929952113,1,1
914519209580379,1,1
1611341502673732,1,1
308610386779142,1,1
100076371486630,1,1
1444955672259728,1,1
1036027303795538,1,1
356231383006018,1,1
314171833510743,0,0
2499050966897831,1,1
100070334165672,1,1
664172027403017,1,1
637339674075915,1,0.8888889
288660343063961,1,0.875
1273350829698206,1,1
1139528449798096,1,1
2848251758582484,1,1
1552234631753276,1,1
2780755552195953,0,0
1537545399873792,1,1
196783340920609,1,1
2446380942299805,1,1
100064172883304,1,1
456142461182983,0,0
2243641225931524,-1,1
768162787330740,1,1
100064752907003,1,1
100066753067693,0,0
100064413623643,1,1
100064604442486,1,1
100067976816672,0,0
100069334654824,1,0.98734176
100063753565939,1,1
2562347523989190,0,0
100064312380508,0,0
100068992448466,1,1
1855549681335063,1,1
1029929493814629,1,1
702822116859123,1,1
486767854667353,1,1
429639867155938,1,0.9814815
109442752439977,1,1
1445448989062662,0,0
2008411185919114,1,1
416216575114710,1,1
487897211831352,1,1
100063702040662,1,1
271820536574912,1,1
908336982688140,0,0
100064681510268,0,0
100068813306425,0,0
349748458488193,1,0.875
629988563840931,1,1
100064843144635,1,1
660095104128859,0,0
100064529026730,1,0.9951691
9027960207229728,0,0
3196888803888947,1,0.99642855
2782452198735839,1,1
2322349421270617,1,1
2081438348654290,1,1
1948397212211732,1,1
1766511666907936,0,0
957951502071699,1,1
834091031356744,1,1
5161850343859222,1,1
263791888211217,1,1
224760280174132,1,1
191156944947780,0,0
174854961240431,1,1
1524008881262942,1,1
509727912537654,1,1
100064262672897,1,1
4192992340796445,1,1
3408006279414555,1,1
3158653041080768,1,1
1810790805920626,1,1
730802255175202,1,1
620952882302921,1,1
220425811709949,0,0
191164940208147,1,1
100063665506379,1,1
953257026005596,1,1
340635991432814,1,1
940231636910734,1,1
232616471394821,1,1
124078644625530,1,1
189439890650524,-1,0.456
1648127648786047,0,0
554354348405319,1,1
948852855841061,1,1
2696583400446986,1,1
444973387618808,1,1
386305179587683,1,1
810770982855475,1,1
478946300549614,1,1
100063970870679,1,1
158779896096857,1,1
3580527898649321,1,1
3224518774259988,1,1
2690824697904604,1,1
1038906163319801,1,1
695831121355051,1,1
490746161043512,1,1
1461875240890094,0,0
349319725547185,1,1
862896817056810,1,1
2337590783141190,1,1
3124636871186802,0,0
1046419855839554,1,1
1044491126110118,1,1
702607363271220,1,1
259216918777176,1,1
4010713382295528,0,0
817722451621571,1,1
1520461024991957,1,1
965503630615493,1,1
539141200077013,1,1
100064367632498,0,0
100080640374011,1,1
100063632864017,1,1
100067115046728,1,1
100075697162817,0,0
100079004534742,1,1
909165506368392,-1,0.30147058
507728729958923,1,1
956841888226293,1,0.9879518
254927150091056,1,1
619078856066968,0,0
233679034533102,1,1
266729144773441,0,0
1990677601214580,1,1
1639147829650692,0,0
112159812255294,1,1
2437301042996684,1,1
147037048673602,0,0
1333259370375371,1,1
2100730330174329,0,0
2091514087541745,0,0
2788317694631019,1,1
100068510213176,1,1
823248524423804,-1,0.725
181469989159350,1,1
4177055192420335,-1,0.6792453
782761515683669,1,1
230441258306830,0,0
982343835220508,1,1
454333905718720,1,1
1415177318832577,0,0
100066613364916,1,1
100064682953893,0,0
161837115634515,1,1
1200872523451026,1,1
100063828436841,1,0.875
410161056758682,1,1
100071318629110,0,0
100038995347128,1,1
4111011148938708,1,1
2697449167176361,0,0
1741772632658607,0,0
3486456648087740,1,1
