AgentID,AgentLabel,Back-document-count,Back-avg-document-likelihood,Back-avg-document-strength,Build-document-count,Build-avg-document-likelihood,Build-avg-document-strength,Bridge-document-count,Bridge-avg-document-likelihood,Bridge-avg-document-strength,Boost-document-count,Boost-avg-document-likelihood,Boost-avg-document-strength,Excite-document-count,Excite-avg-document-likelihood,Excite-avg-document-strength,Engage-document-count,Engage-avg-document-likelihood,Engage-avg-document-strength,Explain-document-count,Explain-avg-document-likelihood,Explain-avg-document-strength,Enhance-document-count,Enhance-avg-document-likelihood,Enhance-avg-document-strength,Neutralize-document-count,Neutralize-avg-document-likelihood,Neutralize-avg-document-strength,Negate-document-count,Negate-avg-document-likelihood,Negate-avg-document-strength,Narrow-document-count,Narrow-avg-document-likelihood,Narrow-avg-document-strength,Neglect-document-count,Neglect-avg-document-likelihood,Neglect-avg-document-strength,Dismay-document-count,Dismay-avg-document-likelihood,Dismay-avg-document-strength,Dismiss-document-count,Dismiss-avg-document-likelihood,Dismiss-avg-document-strength,Distort-document-count,Distort-avg-document-likelihood,Distort-avg-document-strength,Distract-document-count,Distract-avg-document-likelihood,Distract-avg-document-strength,
100064921381361,phkule,1,0.056,0.028,1,0.333,0.083,1,0.200,0.050,1,0.519,0.194,1,0.059,0.088,0,0,0,1,0.300,0.300,1,0.111,0.067,0,0,0,0,0,0,0,0,0,0,0,0,1,0.088,0.096,1,0.062,0.062,0,0,0,0,0,0,
100095218417475,,9,0.102,0.063,33,0.384,0.124,19,0.228,0.139,33,0.291,0.137,33,0.244,0.172,9,0.078,0.049,32,0.307,0.299,31,0.141,0.081,32,0.043,0.018,31,0.114,0.041,7,0.333,0.157,0,0,0,33,0.143,0.087,33,0.203,0.125,33,0.200,0.128,33,0.120,0.054,
100057601691617,financecoop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417461,,0,0,0,21,0.333,0.083,0,0,0,21,0.111,0.028,21,0.067,0.026,0,0,0,21,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.053,0.020,21,0.062,0.024,21,0.167,0.042,21,0.083,0.021,
100066454241810,standardtimedaily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100067470001270,kaugnay7id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417427,,15,0.078,0.094,15,0.667,0.417,0,0,0,15,0.370,0.361,15,0.353,0.309,15,0.157,0.157,15,0.367,0.317,0,0,0,15,0.109,0.040,15,0.210,0.053,15,0.333,0.250,0,0,0,15,0.264,0.130,15,0.421,0.230,15,0.500,0.292,15,0.322,0.206,
100066794299871,Gladextravelandtours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064301853697,thepolroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064695606437,brigadanewsfmmanila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064583687882,INDOPACOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064779514127,USARPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417433,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064688230749,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064748554373,amstv11,0,0,0,19,0.333,0.083,1,0.200,0.050,19,0.125,0.034,19,0.059,0.033,0,0,0,19,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.053,0.029,19,0.062,0.035,19,0.167,0.042,19,0.083,0.021,
100039732346840,amscentralkh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417416,,1,0.022,0.044,1,0.333,0.083,1,0.200,0.050,1,0.333,0.139,1,0.137,0.123,0,0,0,1,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053,0.013,1,0.062,0.016,0,0,0,0,0,0,
100064992870078,tribunephl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417417,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100066814033799,brigadanewsfmnaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064740066209,25thID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417375,,1,0.033,0.067,1,0.389,0.167,1,0.333,0.200,1,0.333,0.194,1,0.216,0.230,0,0,0,1,0.433,0.358,1,0.133,0.100,1,0.027,0.007,0,0,0,0,0,0,0,0,0,1,0.070,0.070,1,0.062,0.062,1,0.167,0.042,0,0,0,
100064322756807,TeamAFP,3,0.044,0.069,4,0.431,0.156,3,0.311,0.217,4,0.278,0.167,4,0.196,0.181,0,0,0,4,0.342,0.342,3,0.185,0.144,2,0.054,0.034,1,0.231,0.135,1,0.200,0.050,0,0,0,4,0.127,0.098,4,0.094,0.074,1,0.167,0.042,2,0.083,0.021,
100063819732625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100065657256165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100076267325329,893bnfmcotabato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417384,,60,0.096,0.070,62,0.499,0.195,12,0.228,0.129,62,0.271,0.125,62,0.288,0.240,59,0.062,0.040,62,0.308,0.303,8,0.164,0.102,58,0.046,0.027,59,0.117,0.072,11,0.236,0.136,0,0,0,62,0.147,0.115,62,0.095,0.077,11,0.136,0.076,58,0.108,0.072,
100044310822279,fotobookbelgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100076681819677,1031bnfmmati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
